FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
7965167.txt,https://v.ht/vu3yb?home-facebook-confirmation,44,v.ht,4,0,ht,27.01933797,1,2.47E-05,0.054407896,2,0,0,0,0,30,0.682,1,0.023,0,1,0,4,0.114,1,15,2827,1,vvu3yb?home-facebook-confirmatio,0,96.96969697,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
602650.txt,https://www.helensburgh.com.au,29,www.helensburgh.com.au,22,0,au,100,0.8,0.0100856,0.056419352,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,476,9381,1,helensburghcom,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,34,9,9,104,6,105,1
100192.txt,https://www.mosquitto.org,24,www.mosquitto.org,17,0,org,100,1,0.0799628,0.063031988,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,247,278,1,mosquitto,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3,1,0,28,1
6898.txt,https://www.marca.com,20,www.marca.com,13,0,com,100,1,0.5229071,0.076413817,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,2259,28057,1,marca,100,100,1,1,0,1,1,0,0,9,0,1,0,1,0,1,0,0,1,72,2,22,359,1,394,1
mw11314.txt,http://www.ustradecomp.com,25,www.ustradecomp.com,19,0,com,66.39455782,1,0.5229071,0.064842416,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw148761.txt,http://www.onlinepandemi.com,28,www.onlinepandemi.com,21,0,com,77.39331027,1,0.5229071,0.066181062,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw67988.txt,http://www.gbwhatsapp.download,29,www.gbwhatsapp.download,23,0,download,65.42936288,1,1.79E-05,0.049245363,8,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,34,1360,1,gbwhatsapp,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0
131650.txt,https://www.spillfestival.com,28,www.spillfestival.com,21,0,com,100,1,0.5229071,0.054558643,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1993,14506,1,spillfestival,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,20,4,17,53,0,9,1
63393.txt,https://www.premiumsim.de,24,www.premiumsim.de,17,0,de,100,1,0.0326503,0.055086315,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2505,19081,1,premiumsim,100,100,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,35,2,2,69,18,16,1
mw29652.txt,http://www.a0649296.xsph.ru,26,www.a0649296.xsph.ru,20,0,ru,67.14154412,0.923076923,0.0180132,0.019945429,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,a0649296xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403384.txt,https://www.bpm.com,18,www.bpm.com,11,0,com,100,1,0.5229071,0.056938604,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,818,9381,1,bpm,100,100,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,29,8,23,81,0,83,1
874637.txt,https://www.sudocrem.com,23,www.sudocrem.com,16,0,com,100,1,0.5229071,0.068141429,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,638,1043,1,sudocrem,100,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,5,5,110,8,110,1
221922.txt,https://www.thedesignconfidential.com,36,www.thedesignconfidential.com,29,0,com,100,1,0.5229071,0.060819778,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,2160,8491,1,thedesignnfidential,0,0,1,1,1,0,0,1,24,0,0,1,1,1,1,0,1,0,0,41,30,64,170,1,201,1
8108492.txt,https://cloudflare-ipfs.com/ipfs/qmwq7qp86jjku9jdcmmh54nfcdmkidby8hw8rutqvnyqo1,79,cloudflare-ipfs.com,19,0,com,27.30498799,0.733333333,0.5229071,0.034397836,3,0,0,0,0,58,0.734,9,0.114,0,0,0,4,0.051,1,90,394,1,cloudflare-ipfsipfsqmwq7qp86jjku9jdcmmh54nfcdmkidby8hw8rutqvnyqo1,0,100,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
8121513.txt,https://bancaweb.bcrbloqueado.repl.co/,38,bancaweb.bcrbloqueado.repl.co,29,0,co,41.45858105,0.5,0.0059772,0.057573582,2,2,0,0,0,26,0.684,0,0,0,0,0,4,0.105,1,125,380,1,bancawebbcrbloqueadorepl,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
8028501.txt,https://vttplstlem-fcrpm.web.app/,32,vttplstlem-fcrpm.web.app,24,0,app,44.51388889,0.55,0.001502,0.046891342,3,1,0,0,0,21,0.656,0,0,0,0,0,3,0.094,1,3,24439,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
832128.txt,https://www.mitchell-electronics.com,35,www.mitchell-electronics.com,28,0,com,100,0.6,0.5229071,0.06623036,3,1,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,1864,3457,1,mitchell-electronics,100,100,1,1,1,0,0,1,0,5,0,1,0,0,1,0,0,0,1,48,27,51,85,8,122,1
8080612.txt,https://meta-getsupport-case73783.firebaseapp.com/,50,meta-getsupport-case73783.firebaseapp.com,41,0,com,45.48029801,0.459459459,0.5229071,0.05321774,3,1,0,0,0,32,0.64,5,0.1,0,0,0,5,0.1,1,11,1666,1,meta-getsupport-case73783firebaseapp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
7720009.txt,https://ipfs.fleek.co/ipfs/bafybeic4olp55f7k6djfpg7atntw4x4ibo2t3cxbtxpvf5ptvgdzrjmu5a/,86,ipfs.fleek.co,13,0,co,17.01828411,0.6,0.0059772,0.034532882,2,1,0,0,0,62,0.721,12,0.14,0,0,0,4,0.047,1,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574376.txt,https://www.rihousehunt.com,26,www.rihousehunt.com,19,0,com,100,1,0.5229071,0.059396891,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1091,9381,1,rihousehunt,100,100,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,28,10,23,99,0,122,1
53835.txt,https://www.iamcal.com,21,www.iamcal.com,14,0,com,100,1,0.5229071,0.072368248,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,268,303,1,iamcal,100,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,1,1,45,0,66,1
565054.txt,https://www.bravurafashion.com,29,www.bravurafashion.com,22,0,com,100,1,0.5229071,0.057937575,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,3602,7410,1,bravurafashion,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,32,14,14,60,0,95,1
7971159.txt,http://wallpaintplus.com/flip/office/,36,wallpaintplus.com,17,0,com,45.95323028,1,0.5229071,0.052161236,3,0,0,0,0,26,0.722,0,0,0,0,0,3,0.083,0,212,4070,1,wallpaintplusflipoffice,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
8118565.txt,https://radomir.gedeon.info.pl/aiiegro/email@example.com,56,radomir.gedeon.info.pl,22,0,pl,22.16576426,0.421052632,0.0069695,0.064062804,2,2,0,0,0,41,0.732,0,0,0,0,0,7,0.125,1,95,394,1,radomirgedeoninfoaiiegroemail@examecom,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
