FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
609646.txt,https://www.docauminhkhang.com,29,www.docauminhkhang.com,22,0,com,100,1,0.5229071,0.056719501,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,4470,5704,1,docauminhkhang,100,100,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,93,7,30,155,3,194,1
mw65553.txt,http://www.diannao.urlfb.co,26,www.diannao.urlfb.co,20,0,co,59.66935794,0.615384615,0.0059772,0.055478278,2,2,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,8,41,1,diannaourlfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw76205.txt,http://www.i19lo.net,19,www.i19lo.net,13,0,net,66.17283951,0.8,0.0384199,0.051232085,3,1,0,0,0,5,0.263,2,0.105,0,0,0,1,0.053,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848895.txt,https://www.ueel.org,19,www.ueel.org,12,0,org,100,1,0.0799628,0.069718954,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,458,9800,1,ueel,100,100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,12,24,13,79,0,87,1
47105.txt,https://www.telia.no,19,www.telia.no,12,0,no,100,1,0.0023289,0.064973967,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,756,14603,1,telia,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,23,1,14,31,0,15,1
mw51334.txt,http://www.toythieves.com,24,www.toythieves.com,18,0,com,70.6122449,1,0.5229071,0.061167663,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,16,50,1,toythieves,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7967869.txt,https://bt-homes.square.site/,28,bt-homes.square.site,20,0,site,68.95238095,0.466666667,0.0017656,0.058623524,4,1,0,0,0,17,0.607,0,0,0,0,0,3,0.107,1,68,80,1,bt-homessquare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8086999.txt,http://43.134.240.146/v3/signin/identifier?dsh=s50683809:1679418132559226&amp;followup=https://accounts.google.com/&amp;ifkv=awnoghcp9-2ltxwadw0w_mghydw9zdfdw9swv1afoeguuppgqrv88h4kwfhcxeravqggpsjgv5j9rw&amp;passive=1209600&amp;continue=https://accounts.google.com/&amp;flowname=weblitesignin&amp;flowentry=servicelogin&amp;ifkv=awnoghdxj0d5aehsf5octub9jqayrhvydcvvomxehnkc9hncjx02jrhrb61ddnz87mxqh6aqwur1mw,407,43.134.240.146,14,1,146,2.093106004,0.4,0,0.038061646,3,2,0,0,0,279,0.686,67,0.165,8,1,0,29,0.093,1,2,1638,1,43134240v3signinidentifier?dsh=s50683809:1679418132559226&amp;followup=accountsgooglecom&amp;ifkv=awnoghcp9-2ltxwadw0w_mghydw9zdfdw9swv1afoeguuppgqrv88h4kwfhcxeravqggpsjgv5j9rw&amp;passive=1209600&amp;continue=accountsgooglecom&amp;flowname=weblitesignin&amp;flowentry=servicelogin&amp;ifkv=awnoghdxj0d5aehsf5octub9jqayrhvydcvvomxehnkc9hncjx02jrhrb61ddnz87mxqh6aqwur1mw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166723.txt,https://www.ku.lt,16,www.ku.lt,9,0,lt,100,1,0.0005524,0.030239771,2,1,0,0,0,3,0.188,0,0,0,0,0,1,0.062,1,2554,379,1,ku,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,21,15,24,261,0,15,1
240657.txt,https://www.watertownsavings.com,31,www.watertownsavings.com,24,0,com,100,1,0.5229071,0.058499122,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1198,26900,1,watertownsavings,100,100,0,0,1,0,0,1,0,6,0,1,1,1,1,1,1,1,1,21,5,114,50,1,22,1
