FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
555562.txt,https://www.lidkopingsnytt.nu,28,www.lidkopingsnytt.nu,21,0,nu,100,1,0.0004584,0.048211243,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1073,26649,1,lidkopigsytt,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,6,13,141,1,142,1
107624.txt,https://www.institutmontaigne.org,32,www.institutmontaigne.org,25,0,org,100,1,0.0799628,0.063061012,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,558,5326,1,institutmontaigne,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,28,24,12,104,0,12,1
52027.txt,https://www.bluedevils.org,25,www.bluedevils.org,18,0,org,100,1,0.0799628,0.053662901,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,930,706,1,bluedevils,100,100,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,26,22,46,117,5,28,1
8060151.txt,https://aol-109960.weeblysite.com/,34,aol-109960.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045637273,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,19566,1,aol-109960weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
239275.txt,https://www.klikk.tv,19,www.klikk.tv,12,0,tv,100,1,0.0019696,0.034857301,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,609,1350,1,klikk,100,100,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,24,6,8,25,0,50,1
816497.txt,https://www.procurementinet.org,30,www.procurementinet.org,23,0,org,100,1,0.0799628,0.067035986,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,2135,9381,1,procurementinet,100,100,1,1,1,0,0,1,0,4,0,1,0,0,0,1,0,0,1,82,14,29,59,3,100,1
619046.txt,https://www.cardiinternational.com,33,www.cardiinternational.com,26,0,com,100,1,0.5229071,0.067720439,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,3598,32739,1,cardiinternational,100,100,1,0,1,1,0,1,0,21,0,1,1,1,1,1,1,0,1,10,5,32,144,1,12,1
8107328.txt,http://pankaceswaps.top,23,pankaceswaps.top,16,0,top,58.13419118,1,0.0002752,0.055661139,3,0,0,0,0,15,0.652,0,0,0,0,0,1,0.043,0,4022,617814,1,pankaceswaps,100,100,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,0,2,0,0,50,0
726126.txt,https://www.mies.ch,18,www.mies.ch,11,0,ch,100,1,0.0049832,0.068596131,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1411,10992,1,mies,100,100,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0,0,1,25,16,23,42,0,16,1
617210.txt,https://www.luggageandsuitcase.com,33,www.luggageandsuitcase.com,26,0,com,100,1,0.5229071,0.059016161,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,4323,46283,1,luggageandsuitcase,100,100,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,46,43,37,248,0,254,1
