FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw10022.txt,http://www.ns.blocktrail.com,27,www.ns.blocktrail.com,21,0,com,63.37950139,0.846153846,0.5229071,0.060721073,3,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,16,93,1,nsblocktrail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817440.txt,https://www.gollog.com.br,24,www.gollog.com.br,17,0,br,100,0.7,0.0094423,0.060675546,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1608,7236,1,gollogcom,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,27,4,7,104,5,61,1
481767.txt,https://www.orangeleader.com,27,www.orangeleader.com,20,0,com,100,1,0.5229071,0.070879653,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1346,9381,1,orangeleader,100,100,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,33,7,18,108,2,115,1
mw180291.txt,http://www.garforthvilla.co.uk,29,www.garforthvilla.co.uk,23,0,uk,69.1966759,0.875,0.028555,0.0549094,2,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8126108.txt,https://bcr-validar.sucursalwed.repl.co/,40,bcr-validar.sucursalwed.repl.co,31,0,co,32.70031217,0.428571429,0.0059772,0.05517199,2,2,0,0,0,27,0.675,0,0,0,0,0,5,0.125,1,198,869,1,bcr-validarsucursalwedrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
702231.txt,https://www.brcommunity.com,26,www.brcommunity.com,19,0,com,100,1,0.5229071,0.060007988,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2058,453,1,brmmunity,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,72,6,12,0,0,55,1
7951487.txt,https://www.amazon3a.one/jp,26,www.amazon3a.one,16,0,one,62.66666667,0.875,0.0002052,0.060621495,3,1,0,0,0,11,0.423,1,0.038,0,0,0,2,0.077,1,11,61,1,amazon3aj,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8073068.txt,https://nabsecure-login.com//pages,34,nabsecure-login.com,19,0,com,42.58163489,0.666666667,0.5229071,0.062480465,3,0,0,0,0,22,0.647,0,0,0,0,0,4,0.118,1,58,98,1,nabsecure-loginpages,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mw74979.txt,http://www.master.recipes,24,www.master.recipes,18,0,recipes,73.8791423,1,6.60E-06,0.067317385,7,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph04144.txt,http://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/25b547a12d26be61326f4764cb254234/cc.php,108,244.33.109.208.host.secureserver.net,36,1,net,11.92483847,0.5,0.0384199,0.032219143,3,5,0,0,0,54,0.5,35,0.324,0,0,0,12,0.111,0,315,180,1,24433109208hostsecureserverbill-swisscomzbluewinspz25b547a12d26be61326f4764cb254234ccph,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,12,10,0,0,0,0
148678.txt,https://www.token.co.jp,22,www.token.co.jp,15,0,jp,100,0.75,0.0230451,0.062678143,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1497,912,1,tokenco,0,0,1,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,1,235,10,33,312,1,98,1
mw184774.txt,http://www.inessa-sweet.ru,25,www.inessa-sweet.ru,19,0,ru,58.44444444,0.583333333,0.0180132,0.063823926,2,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,11,77,1,inessa-sweet,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph03782.txt,http://accessoffice.one/secureheremyservices.top/verify/index2.html,67,accessoffice.one,16,0,one,22.21766849,1,0.0002052,0.058196903,3,0,0,0,0,53,0.791,1,0.015,0,0,0,6,0.09,0,110,226,1,accessofficesecureheremyservicestopverifyindex2html,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,2,0
8033921.txt,https://earthshare.myportfolio.com/,34,earthshare.myportfolio.com,26,0,com,68.4418146,0.545454545,0.5229071,0.062794686,3,1,0,0,0,24,0.706,0,0,0,0,0,2,0.059,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059628.txt,https://login-screen-105030.square.site/,40,login-screen-105030.square.site,31,0,site,51.02757544,0.5,0.0017656,0.048746544,4,1,0,0,0,21,0.525,6,0.15,0,0,0,5,0.125,1,271,20406,1,login-screen-105030square,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,2,0,3,0
662537.txt,https://www.thebarndtagency.com,30,www.thebarndtagency.com,23,0,com,100,1,0.5229071,0.058595608,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,660,5923,1,thebarndtagency,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,19,3,8,40,10,59,1
145860.txt,https://www.gumushane.bel.tr,27,www.gumushane.bel.tr,20,0,tr,100,0.769230769,0.0011882,0.051697295,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1536,285,1,gumushanebel,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,55,7,11,134,7,51,1
73403.txt,https://www.rac1.cat,19,www.rac1.cat,12,0,cat,100,1,0.0008079,0.062174867,3,1,0,0,0,5,0.263,1,0.053,0,0,0,1,0.053,1,6707,1302,1,rac1,100,100,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,96,6,28,211,0,93,1
646502.txt,https://www.clioveorganics.com,29,www.clioveorganics.com,22,0,com,100,1,0.5229071,0.06753653,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,9168,3569,1,clioveorganics,100,100,1,0,1,0,0,1,0,23,0,1,1,1,1,1,1,0,1,312,9,18,125,1,59,1
mw156300.txt,http://www.directdownloader.com,30,www.directdownloader.com,24,0,com,75.44836116,1,0.5229071,0.064317847,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497408.txt,https://www.tasc.ie,18,www.tasc.ie,11,0,ie,100,1,0.0015878,0.06565858,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,460,1789,1,tasc,100,100,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,13,1,7,22,3,17,1
8003035.txt,https://ga-games-ac.com/luiza/?userid=11&amp;uri=9lx+yukrq59uwbgvtgjdlq3tvzud2+vtpoon8ifww7e=,92,ga-games-ac.com,15,0,com,13.18387382,0.545454545,0.5229071,0.039262234,3,0,0,0,0,63,0.685,9,0.098,2,1,0,9,0.13,1,90,394,1,ga-games-acluiza?userid=11&amp;uri=9lx+yukrq59uwbgvtgjdlq3tvzud2+vtpoon8ifww7e,0,98.73417722,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
mw22349.txt,http://www.bypass.pw,19,www.bypass.pw,13,0,pw,81.2345679,1,0.0001665,0.03986363,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,119,320,1,byass,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,4,0
41273.txt,https://www.airlines.org,23,www.airlines.org,16,0,org,100,1,0.0799628,0.068026899,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1680,1017,1,airlines,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,39,15,14,45,1,58,1
mw52361.txt,http://www.l5.ca,15,www.l5.ca,9,0,ca,62.66666667,1,0.0101825,0.038820404,2,1,0,0,0,2,0.133,1,0.067,0,0,0,1,0.067,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67051.txt,https://www.isdb.org,19,www.isdb.org,12,0,org,100,1,0.0799628,0.056054798,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1425,904,1,isdb,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,22,26,10,132,0,21,1
8058519.txt,https://currentlyznmilnho47login.weebly.com/,44,currentlyznmilnho47login.weebly.com,35,0,com,37.12471655,0.64516129,0.5229071,0.051632125,3,1,0,0,0,31,0.705,2,0.045,0,0,0,3,0.068,1,129,368,1,currentlyznmilnho47loginweebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
174413.txt,https://www.savoringitaly.com,28,www.savoringitaly.com,21,0,com,100,1,0.5229071,0.059543501,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2035,36205,1,savoringitaly,100,100,0,1,1,0,0,1,2,6,1,1,1,1,0,0,1,0,1,44,17,18,197,0,218,1
434818.txt,https://www.inovallee.com,24,www.inovallee.com,17,0,com,100,1,0.5229071,0.068702153,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2753,10011,1,inovallee,100,100,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,61,26,28,135,22,152,1
52328.txt,https://www.pts.se,17,www.pts.se,10,0,se,100,1,0.0040185,0.047812614,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,455,330,1,pt,66.66666667,66.66666667,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,0,2,52,0,6,1
8098730.txt,https://inmotion.udc.es/nw/chas/4e9800998ecf8427e/,50,inmotion.udc.es,15,0,es,25.25707487,0.75,0.0064109,0.042059452,2,1,0,0,0,24,0.48,12,0.24,0,0,0,6,0.12,1,999,7256,1,inmotionudcnwchas4e9800998ecf8427e,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,15,2,5,0,0,0,0
8080083.txt,http://www.amazceozm-co-jp.amazzeocn.nkdo.top,45,www.amazceozm-co-jp.amazzeocn.nkdo.top,38,0,top,29.56005932,0.333333333,0.0002752,0.059045284,3,3,0,0,0,29,0.644,0,0,0,0,0,5,0.111,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
558304.txt,https://www.mednet.nl,20,www.mednet.nl,13,0,nl,100,1,0.0082003,0.063022489,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1423,8047,1,medet,0,0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,30,4,13,57,0,63,1
mw78292.txt,http://www.snum.or.kr,20,www.snum.or.kr,14,0,kr,89.45454545,0.714285714,0.0022733,0.055320096,2,2,0,0,0,7,0.35,0,0,0,0,0,2,0.1,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254467.txt,https://www.takeoutstar.com,26,www.takeoutstar.com,19,0,com,100,1,0.5229071,0.066223658,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1814,2271,1,takeoutstar,100,100,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,29,21,28,69,4,38,1
777033.txt,https://www.buzos.com.mx,23,www.buzos.com.mx,16,0,mx,100,0.666666667,0.0017218,0.057359206,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,1278,1865,1,buzosco,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0,0,83,11,13,0,1,184,1
487554.txt,https://www.bakinbit.com,23,www.bakinbit.com,16,0,com,100,1,0.5229071,0.055749149,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,822,2840,1,bakinbit,100,100,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,26,15,22,100,0,104,1
245653.txt,https://www.vanilla.nl,21,www.vanilla.nl,14,0,nl,100,1,0.0082003,0.054767057,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,247,4316,1,vailla,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,62,2,1,41,0,22,1
8094971.txt,http://43.153.192.86/v3/signin/identifier?dsh=s1141820339%3a1680040827218124&amp%3bcontinue=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bfollowup=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bxrealip=107.178.237.8&ifkv=aqmjq7thr3zaetxjhcyiox_grktniyxmvmpta6ko8h1wjivfjhbrcedyylbe9xjygn31a5gxhh4s&passive=1209600&xrealip=107.21.207.171&flowname=weblitesignin&flowentry=servicelogin,381,43.153.192.86,13,1,86,1.880843032,0.4,0,0.03634191,2,2,0,0,0,236,0.619,89,0.234,9,1,14,25,0.129,1,125,53573,1,43153192v3signinidentifier?dsh=s1141820339%3a1680040827218124&amp%3bcontinue=https%3a%2f%2faccountsgooglecom%2f%3f&amp%3bfollowup=https%3a%2f%2faccountsgooglecom%2f%3f&amp%3bxrealip=1071782378&ifkv=aqmjq7thr3zaetxjhcyiox_grktniyxmvmpta6ko8h1wjivfjhbrcedyylbe9xjygn31a5gxhh4s&passive=1209600&xrealip=10721207171&flowname=weblitesignin&flowentry=servicelogin,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,2,0,5,0
22898.txt,https://www.revisor.mn.gov,25,www.revisor.mn.gov,18,0,gov,100,0.8,0.0033282,0.063261583,3,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,1392,411,1,revisormn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7,22,78,2,154,1
110276.txt,https://www.kabbalah.info,24,www.kabbalah.info,17,0,info,100,1,0.0075051,0.046223097,4,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,796,376,1,kabbalah,100,100,1,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,19,1,13,53,0,70,1
8120294.txt,https://newhopedubai.ae/css/auth/51d18faa/billing.php?token=51d18faa&local=il,77,newhopedubai.ae,15,0,ae,16.31529991,1,0.0004267,0.046907335,2,0,0,0,0,51,0.662,8,0.104,2,1,0,7,0.13,1,657,11241,1,newhopedubaicssauth51d18faabillingphp?token=51d18faa&local=il,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,30,2,1,62,0,62,0
688143.txt,https://www.bcplace.com,22,www.bcplace.com,15,0,com,100,1,0.5229071,0.064728938,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1181,1611,1,bcplace,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,26,1,7,47,16,30,1
141595.txt,https://www.hottimeinoldtown.com,31,www.hottimeinoldtown.com,24,0,com,100,1,0.5229071,0.063790813,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,5282,29734,1,hottimeinoldtown,100,100,1,0,1,0,0,1,0,3,0,1,1,0,0,1,0,1,1,101,4,15,165,0,242,1
mw78926.txt,http://www.uk.tn,15,www.uk.tn,9,0,tn,68,1,9.91E-05,0.034299879,2,1,0,0,0,3,0.2,0,0,0,0,0,1,0.067,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451260.txt,https://www.kulturland-teufelsmoor.de,36,www.kulturland-teufelsmoor.de,29,0,de,100,0.545454545,0.0326503,0.054084286,2,1,0,0,0,22,0.611,0,0,0,0,0,2,0.056,1,935,5366,1,kulturlan-teufelsmoor,0,0,1,1,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,41,10,17,280,0,9,1
622138.txt,https://www.rodedraad.be,23,www.rodedraad.be,16,0,be,100,1,0.0033189,0.059241727,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,686,1117,1,rodedraad,100,100,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,5,4,5,0,20,1
7970722.txt,http://rasamanabasasa.ga/,24,rasamanabasasa.ga,17,0,ga,58.74663591,1,0.0002256,0.065715905,2,0,0,0,0,16,0.667,0,0,0,0,0,1,0.042,0,2,1091,1,rasamanabasasa,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw3078.txt,http://www.riyadhmoon.com,24,www.riyadhmoon.com,18,0,com,68.5545224,1,0.5229071,0.064476846,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
