FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
546102.txt,https://www.smtexas.org,22,www.smtexas.org,15,0,org,100,1,0.0799628,0.063025881,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,4156,23816,1,smtexas,100,100,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,65,1,3,477,1,26,1
658179.txt,https://www.perlahall.com,24,www.perlahall.com,17,0,com,100,1,0.5229071,0.060665283,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1118,9381,1,perlahall,100,100,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,17,30,34,52,0,62,1
124569.txt,https://www.havenskitchen.com,28,www.havenskitchen.com,21,0,com,100,1,0.5229071,0.058153688,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,3086,6629,1,havenskitchen,100,100,0,0,1,0,0,1,0,3,0,1,1,1,1,0,1,0,0,214,2,9,405,0,14,1
381561.txt,https://www.ncb.coop,19,www.ncb.coop,12,0,coop,100,1,0.0001617,0.071798935,4,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2303,828,1,ncb,100,100,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,13,4,15,56,0,63,1
8008502.txt,https://project2b-2beed.firebaseapp.com/,39,project2b-2beed.firebaseapp.com,31,0,com,63.26905418,0.481481481,0.5229071,0.054256149,3,1,0,0,0,26,0.667,2,0.051,0,0,0,3,0.077,1,108,8125,1,project2b-2beedfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8116740.txt,https://jposdmu.com/,20,jposdmu.com,11,0,com,72.17630854,1,0.5229071,0.054930607,3,0,0,0,0,10,0.5,0,0,0,0,0,2,0.1,1,35,126,1,jposdmu,100,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8101216.txt,https://sharineale5504.wixsite.com/my-site-2,44,sharineale5504.wixsite.com,26,0,com,50.5005005,0.681818182,0.5229071,0.050667361,3,1,0,0,0,26,0.591,5,0.114,0,0,0,5,0.114,1,64,151,1,sharineale5504wixsitemy-site-2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
742589.txt,https://www.thestepchange.com,28,www.thestepchange.com,21,0,com,100,1,0.5229071,0.06149109,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,918,799,1,thestepchange,100,100,0,1,1,1,0,1,0,2,0,1,1,0,0,1,1,0,1,23,7,12,6,5,12,1
848864.txt,https://www.isms.biz,19,www.isms.biz,12,0,biz,100,1,0.0017975,0.053717755,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,910,2129,1,isms,100,100,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,10,2,4,15,0,12,1
8009688.txt,https://gpfhe-zqaaa-aaaad-qewwa-cai.raw.ic0.app/,47,gpfhe-zqaaa-aaaad-qewwa-cai.raw.ic0.app,39,0,app,68.67192636,0.2,0.001502,0.050754617,3,2,0,0,0,31,0.66,1,0.021,0,0,0,7,0.149,1,151,4168,1,gpfhe-zqaaa-aaaad-qewwa-cairawic0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8071607.txt,http://www.saisonoard.co.jp.ukmnqj.top/ai/sign.php,50,www.saisonoard.co.jp.ukmnqj.top,31,0,top,39.58579882,0.47826087,0.0002752,0.052436986,3,4,0,0,0,32,0.64,0,0,0,0,0,7,0.14,0,12,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144492.txt,https://www.canstarblue.com.au,29,www.canstarblue.com.au,22,0,au,100,0.8,0.0100856,0.064783171,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,2108,36376,1,cnstrbluecom,0,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,1,1,61,7,17,255,1,266,1
mw5607.txt,http://www.cq95452.tmweb.ru,26,www.cq95452.tmweb.ru,20,0,ru,73.25367647,0.846153846,0.0180132,0.02936915,2,2,0,0,0,8,0.308,5,0.192,0,0,0,2,0.077,0,9,50,1,cq95452tmweb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
