FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8046419.txt,https://wodifostore.buzz/?fbclid=iwar2ghdtlwcof8bbeaajlabx5hg25dxane1goyyt8o-digdoy8ffmqj5m1ti,94,wodifostore.buzz,16,0,buzz,10.66186755,1,3.43E-05,0.040031647,4,0,0,0,0,71,0.755,10,0.106,1,1,0,3,0.053,1,90,1373,1,wodifostore?fbclid=iwar2ghdtlwcof8bbeaajlabx5hg25dxane1goyyt8o-digdoy8ffmqj5m1ti,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,3,0,0
898500.txt,https://www.rxtvlog.com,22,www.rxtvlog.com,15,0,com,100,1,0.5229071,0.053386297,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1190,7452,1,rxtvlog,100,100,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,1,19,5,11,29,1,63,1
607001.txt,https://www.parrisjewelers.com,29,www.parrisjewelers.com,22,0,com,100,1,0.5229071,0.060660808,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,726,11190,1,parrisjewelers,100,100,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,9,14,29,41,1,7,1
874384.txt,https://www.ratonerobodeguero.org,32,www.ratonerobodeguero.org,25,0,org,100,1,0.0799628,0.070325062,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1212,1820,1,ratonerobodeguero,100,100,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,53,11,10,124,7,129,1
845396.txt,https://www.prodigydisc.com,26,www.prodigydisc.com,19,0,com,100,1,0.5229071,0.055520501,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,5283,21041,1,prodigydisc,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,231,15,38,504,0,42,1
8061239.txt,https://aol-104102.weeblysite.com/,34,aol-104102.weeblysite.com,25,0,com,66.72,0.80952381,0.5229071,0.045784799,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,274,19961,1,aol-104102weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
mw42910.txt,http://www.ws023.hemnes.win,26,www.ws023.hemnes.win,20,0,win,51.10294118,0.833333333,8.00E-05,0.040257083,3,2,0,0,0,10,0.385,3,0.115,0,0,0,2,0.077,0,43,102,1,ws023hemnes,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
mw41124.txt,http://www.dero.monerise.com,27,www.dero.monerise.com,21,0,com,64.93656286,0.692307692,0.5229071,0.074367604,3,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,2,482,1,deromonerise,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8014432.txt,https://seccueshaeduileowueweiveosddcushaeduileowueweivendsdsettddsut.weebly.com/,80,seccueshaeduileowueweiveosddcushaeduileowueweivendsdsettddsut.weebly.com,72,0,com,14.12882631,0.911764706,0.5229071,0.055529463,3,1,0,0,0,70,0.875,0,0,0,0,0,2,0.025,1,129,368,1,seccueshaeduileowueweiveosddcushaeduileowueweivendsdsettddsutweebly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
640245.txt,https://www.qutral.com.ar,24,www.qutral.com.ar,17,0,ar,100,0.7,0.0020445,0.059337419,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,6256,87423,1,qutrlcom,0,0,0,0,1,1,0,1,0,5,0,1,1,1,1,0,1,1,1,90,18,282,19,11,79,1
868392.txt,https://www.ltd-edition-comix.com,32,www.ltd-edition-comix.com,25,0,com,100,0.470588235,0.5229071,0.062848567,3,1,0,0,0,17,0.531,0,0,0,0,0,3,0.094,1,2633,5372,1,ltd-edition-mix,0,0,0,0,1,1,0,1,0,2,0,1,1,0,0,0,1,0,1,47,7,9,7,0,52,1
8044518.txt,https://bigbubblyircbot--000102381239218.repl.co/,49,bigbubblyircbot--000102381239218.repl.co,40,0,co,24.37195122,0.864864865,0.0059772,0.029673033,2,1,0,0,0,21,0.429,15,0.306,0,0,0,5,0.102,1,198,869,1,bigbubblyircbot--000102381239218repl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
492951.txt,https://www.designscouting.com,29,www.designscouting.com,22,0,com,100,1,0.5229071,0.060403955,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,538,14521,1,designsuting,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,46,5,4,73,0,109,1
8110125.txt,https://bafkreig5qsecf3aahomfdk2cuke36t6w5xjhrd4sxb7734mpney5e5jfsy.ipfs.dweb.link/,83,bafkreig5qsecf3aahomfdk2cuke36t6w5xjhrd4sxb7734mpney5e5jfsy.ipfs.dweb.link,74,0,link,12.34185537,0.188405797,0.0003306,0.034360179,4,2,0,0,0,57,0.687,14,0.169,0,0,0,4,0.048,1,402,214,1,bafkreig5qsecf3aahomfdk2cuke36t6w5xjhrd4sxb7734mpney5e5jfsyipfsdweb,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14,1,9,0,0,2,0
858604.txt,https://www.rocktoroad.com,25,www.rocktoroad.com,18,0,com,100,1,0.5229071,0.071841309,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2452,2439,1,rocktoroad,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,29,31,35,124,4,170,1
