FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8128119.txt,https://maksymilian.buzala.info.pl/free/email@example.com,57,maksymilian.buzala.info.pl,26,0,pl,31.37526031,0.52173913,0.0069695,0.057038355,2,2,0,0,0,42,0.737,0,0,0,0,0,7,0.123,1,95,394,1,maksymilianbuzalainfofreeemail@examecom,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
428633.txt,https://www.superiorviaduct.com,30,www.superiorviaduct.com,23,0,com,100,1,0.5229071,0.059568952,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1143,2680,1,superiorviaduct,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,11,3,22,34,0,9,1
7514306.txt,https://tnijurl.com/2d8854f1cbde/,32,tnijurl.com,11,0,com,47.81944444,1,0.5229071,0.037420099,3,0,0,0,0,16,0.5,6,0.188,0,0,0,2,0.062,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105186.txt,https://maildinshaakckjnw253.firebaseapp.com/,45,maildinshaakckjnw253.firebaseapp.com,36,0,com,49.38560977,0.65625,0.5229071,0.049215796,3,1,0,0,0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,maildinshaakckjnw253firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8125119.txt,https://ipfs.io/ipfs/bafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a,80,ipfs.io,7,0,io,11.31193979,1,0.0129268,0.039763441,2,0,0,0,0,62,0.775,7,0.087,0,0,0,3,0.037,1,9,88,1,ipfsipfsbafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797666.txt,https://www.fiordlandhelicopters.co.nz,37,www.fiordlandhelicopters.co.nz,30,0,nz,100,0.913043478,0.0019933,0.060851422,2,2,0,0,0,23,0.622,0,0,0,0,0,2,0.054,1,692,9381,1,fiordladhelicoptersco,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,24,10,14,79,0,83,1
8115025.txt,https://support-meta-iinfo.start.page/,38,support-meta-iinfo.start.page,29,0,page,50.59849386,0.333333333,0.0001446,0.059187038,4,1,0,0,0,25,0.658,0,0,0,0,0,5,0.132,1,140,383,1,support-meta-iinfostart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0
mw29679.txt,http://www.a0580574.xsph.ru,26,www.a0580574.xsph.ru,20,0,ru,61.58088235,0.923076923,0.0180132,0.019913906,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,a0580574xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563780.txt,https://www.tarasheets.com,25,www.tarasheets.com,18,0,com,100,1,0.5229071,0.068718103,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,291,1806,1,tarasheets,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,7,4,7,4,0,12,1
480834.txt,https://www.layer123.com,23,www.layer123.com,16,0,com,100,1,0.5229071,0.047033082,3,1,0,0,0,7,0.304,3,0.13,0,0,0,1,0.043,1,2101,4107,1,layer123,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,2,4,31,0,50,1
717873.txt,https://www.patents4life.com,27,www.patents4life.com,20,0,com,100,0.666666667,0.5229071,0.057570383,3,1,0,0,0,13,0.481,1,0.037,0,0,0,1,0.037,1,786,1820,1,patents4life,100,100,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,8,3,12,45,0,47,1
230585.txt,https://www.ashleysheridan.co.uk,31,www.ashleysheridan.co.uk,24,0,uk,100,0.882352941,0.028555,0.057508567,2,2,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,179,1113,1,ashleysheridanco,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,1,3,11,0,5,1
801411.txt,https://www.morristwp.com,24,www.morristwp.com,17,0,com,100,1,0.5229071,0.061210136,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,4386,1674,1,morristwp,100,100,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,10,18,96,0,74,1
8052512.txt,https://hurvvdli8t.firebaseapp.com/,35,hurvvdli8t.firebaseapp.com,26,0,com,68.31032216,0.590909091,0.5229071,0.049137125,3,1,0,0,0,23,0.657,1,0.029,0,0,0,3,0.086,1,108,8125,1,hurvvdli8tfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
93998.txt,https://www.siseministeerium.ee,30,www.siseministeerium.ee,23,0,ee,100,1,0.0005336,0.06518599,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1584,8796,1,sisministrium,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,11,7,11,100,10,37,1
135336.txt,https://www.winthrop.edu,23,www.winthrop.edu,16,0,edu,100,1,0.0115013,0.051976087,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,409,6314,1,winthrop,100,100,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,26,8,22,57,2,21,1
8024083.txt,http://5678765678--5678987654.repl.co,36,5678765678--5678987654.repl.co,30,0,co,23.36917563,0.592592593,0.0059772,0.012284098,2,1,0,0,0,5,0.139,20,0.556,0,0,0,4,0.111,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7469637.txt,https://l.wl.co/l?u=https://abre.ai/eduz?userid=nwwuer4j,55,l.wl.co,7,0,co,21.11111111,0.75,0.0059772,0.050007134,2,1,0,0,0,29,0.527,1,0.018,2,2,0,5,0.164,1,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
