FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw181936.txt,http://www.shamanic-extracts.biz,31,www.shamanic-extracts.biz,25,0,biz,52,0.529411765,0.0017975,0.058853004,3,1,0,0,0,18,0.581,0,0,0,0,0,2,0.065,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152691.txt,https://www.eversojuliet.com,27,www.eversojuliet.com,20,0,com,100,1,0.5229071,0.062401281,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,3921,7811,1,eversojuliet,100,100,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,25,4,16,169,0,188,1
618394.txt,https://www.azure-gardencentre.co.uk,35,www.azure-gardencentre.co.uk,28,0,uk,100,0.619047619,0.028555,0.062639897,2,2,0,0,0,20,0.571,0,0,0,0,0,3,0.086,1,419,1240,1,azre-gardencentreco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,53,4,5,80,0,89,1
645140.txt,https://www.braceletroom.com,27,www.braceletroom.com,20,0,com,100,1,0.5229071,0.07286207,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,739,849,1,braceletroom,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,27,7,14,70,0,11,1
8094465.txt,https://vendaonlinenet.myshopify.com,36,vendaonlinenet.myshopify.com,28,0,com,66.98627727,0.625,0.5229071,0.057527737,3,1,0,0,0,26,0.722,0,0,0,0,0,2,0.056,1,98,292,1,vendaonlinenetmyshopify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw130250.txt,http://www.ms-api.ml,19,www.ms-api.ml,13,0,ml,62.54545455,0.666666667,0.0001306,0.058135733,2,1,0,0,0,6,0.316,0,0,0,0,0,2,0.105,0,20,207,1,s-api,83.33333333,83.33333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8081567.txt,https://scqw-du6q-t.firebaseapp.com/,36,scqw-du6q-t.firebaseapp.com,27,0,com,65.86321772,0.565217391,0.5229071,0.048158361,3,1,0,0,0,22,0.611,1,0.028,0,0,0,5,0.139,1,2,2278,1,scqw-du6q-tfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
8105196.txt,https://maildinshaakckjnw248.firebaseapp.com/,45,maildinshaakckjnw248.firebaseapp.com,36,0,com,49.38560977,0.65625,0.5229071,0.049212075,3,1,0,0,0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,maildinshaakckjnw248firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7569207.txt,https://dik.si/w9smu,19,dik.si,6,0,si,53.84615385,1,0.0004946,0.039691958,2,0,0,0,0,8,0.421,1,0.053,0,0,0,2,0.105,1,85,43312,1,dikw9sm,0,87.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,6,2,0,1,0
105012.txt,https://www.worldpumps.com,25,www.worldpumps.com,18,0,com,100,1,0.5229071,0.051893901,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2296,2049,1,worldpumps,100,100,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,65,9,10,99,2,14,1
