FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
778823.txt,https://www.brillio.com,22,www.brillio.com,15,0,com,100,1,0.5229071,0.063866859,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1177,9381,1,brillio,100,100,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,9,8,16,64,4,80,1
745163.txt,https://www.sottocoperta.net,27,www.sottocoperta.net,20,0,net,100,1,0.0384199,0.071857616,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2024,20893,1,sottocoperta,100,100,1,1,1,0,0,1,0,6,0,1,1,1,0,0,1,0,1,53,95,90,261,4,241,1
584355.txt,https://www.litedb.org,21,www.litedb.org,14,0,org,100,1,0.0799628,0.058523491,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,340,259,1,litedb,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,1,10,0,14,1
411567.txt,https://www.pricescope.com,25,www.pricescope.com,18,0,com,100,1,0.5229071,0.069437195,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2286,48853,1,pricespe,0,0,0,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,19,20,30,101,9,57,1
mw134610.txt,http://www.mydargahsazgoogle.ml,30,www.mydargahsazgoogle.ml,24,0,ml,50.14285714,1,0.0001306,0.054451488,2,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,20,218,1,ydargahsazgoogle,94.11764706,94.11764706,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw160087.txt,http://www.studenti.it,22,www.studenti.it,15,0,it,100,1,0.012178,0.055646582,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph12709.txt,https://help-meta-id-165485318.web.app/,39,help-meta-id-165485318.web.app,30,0,app,36.02867384,0.538461538,0.001502,0.033101535,3,1,0,0,0,16,0.41,9,0.231,0,0,0,6,0.154,1,108,8125,1,help-meta-id-165485318web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
614869.txt,https://www.bachelorettevegas.com,32,www.bachelorettevegas.com,25,0,com,100,1,0.5229071,0.064639372,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1127,843,1,bachelorettevegas,100,100,1,0,1,0,0,1,2,3,0,1,0,0,0,0,0,0,1,39,4,22,124,3,20,1
496346.txt,https://www.denverdigital.com,28,www.denverdigital.com,21,0,com,100,1,0.5229071,0.058629642,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2379,1351,1,denverdigital,100,100,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,4,4,4,8,3,1
mw41173.txt,http://www.dutch.beeppool.org,28,www.dutch.beeppool.org,22,0,org,56.01039636,0.642857143,0.0799628,0.058511381,3,2,0,0,0,15,0.536,0,0,0,0,0,2,0.071,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497210.txt,https://www.upcyclecrc.org,25,www.upcyclecrc.org,18,0,org,100,1,0.0799628,0.060058592,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1314,4797,1,upcyclecrc,100,100,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,0,18,11,11,58,1,11,1
176700.txt,https://www.ucmo.edu,19,www.ucmo.edu,12,0,edu,100,1,0.0115013,0.064747648,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1086,449,1,ucmo,100,100,0,0,1,0,0,1,0,6,0,1,1,1,0,0,0,0,1,49,22,14,221,3,58,1
8083866.txt,https://asd8ad128uacb.z13.web.core.windows.net/,47,asd8ad128uacb.z13.web.core.windows.net,38,0,net,62.40500036,0.323529412,0.0384199,0.045005393,3,4,0,0,0,27,0.574,6,0.128,0,0,0,6,0.128,1,2,321,1,asd8ad128uacbz13webcorewindows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641969.txt,https://www.pipeline.click,25,www.pipeline.click,18,0,click,100,1,5.27E-05,0.058984169,5,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,514,1285,1,pipeline,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,1,2,1,0,11,1
546981.txt,https://www.lizkeepsitreal.com,29,www.lizkeepsitreal.com,22,0,com,100,1,0.5229071,0.05976817,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1844,3559,1,lizkeepsitreal,100,100,1,0,1,0,0,1,0,2,0,1,1,1,1,0,0,0,1,30,4,9,43,3,17,1
564985.txt,https://www.validas.de,21,www.validas.de,14,0,de,100,1,0.0326503,0.04950332,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,814,367,1,valias,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52,2,8,129,5,10,1
63527.txt,https://www.netpromoter.com,26,www.netpromoter.com,19,0,com,100,1,0.5229071,0.072125968,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1152,7065,1,netpromoter,100,100,1,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,1,5,16,19,51,1,51,1
424039.txt,https://www.sweetpotatoknowledge.org,35,www.sweetpotatoknowledge.org,28,0,org,100,1,0.0799628,0.061530439,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1818,26281,1,sweetpotatoknowledge,100,100,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,38,77,57,155,5,164,1
mw58205.txt,http://www.lionforcesystems.com,30,www.lionforcesystems.com,24,0,com,68.08864266,1,0.5229071,0.064981496,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
