FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8123828.txt,https://houserenovationfiles601.firebaseapp.com/,48,houserenovationfiles601.firebaseapp.com,39,0,com,45.39776463,0.685714286,0.5229071,0.056857962,3,1,0,0,0,34,0.708,3,0.062,0,0,0,3,0.062,1,108,8125,1,houserenovationfiles601firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
898672.txt,https://www.nnma.gov.ng,22,www.nnma.gov.ng,15,0,ng,100,0.625,0.0003306,0.057189822,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,321,352,1,magov,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,9,8,4,0,4,1,1
550596.txt,https://www.cnam.eu,18,www.cnam.eu,11,0,eu,100,1,0.0056158,0.072636249,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1069,14559,1,cnam,100,100,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,5,8,8,87,0,95,1
8103829.txt,https://rcwgljansrj03.z21.web.core.windows.net/,47,rcwgljansrj03.z21.web.core.windows.net,38,0,net,50.51939513,0.411764706,0.0384199,0.04485307,3,4,0,0,0,29,0.617,4,0.085,0,0,0,6,0.128,1,20,67,0,0,2.941176471,2.941176471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52398.txt,https://www.julieseatsandtreats.com,34,www.julieseatsandtreats.com,27,0,com,100,1,0.5229071,0.062568363,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,2187,10794,1,julieseatsandtreats,100,100,1,1,1,0,0,1,1,2,1,1,1,1,0,0,0,0,1,54,15,26,134,5,152,1
615150.txt,https://www.gretchenbeeranch.com,31,www.gretchenbeeranch.com,24,0,com,100,1,0.5229071,0.064093323,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,493,1400,1,gretchenbeeranch,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,2,7,2,9,5,1
704120.txt,https://www.harvardarabalumni.org,32,www.harvardarabalumni.org,25,0,org,100,1,0.0799628,0.058074217,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,523,517,1,harvardarabalumni,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,14,14,43,2,0,14,1
mw203747.txt,http://www.joufhs.net,20,www.joufhs.net,14,0,net,70.18181818,1,0.0384199,0.047656335,3,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,9,72,1,joufhs,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
777292.txt,https://www.poorclarescincinnati.org,35,www.poorclarescincinnati.org,28,0,org,100,1,0.0799628,0.068435193,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,6747,22382,1,poclarescincinnati,0,0,0,0,1,0,0,1,0,6,0,1,1,1,0,0,1,0,1,11,3,10,35,0,10,1
150900.txt,https://www.retinalatina.org,27,www.retinalatina.org,20,0,org,100,1,0.0799628,0.068241264,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2102,9547,1,retinalatina,100,100,0,1,1,0,0,1,1,2,1,1,1,1,0,0,0,0,0,75,20,30,112,9,133,1
8003533.txt,http://royalmail.parcels-uk.info/,32,royalmail.parcels-uk.info,25,0,info,45.64923077,0.5,0.0075051,0.057596296,4,1,0,0,0,22,0.688,0,0,0,0,0,3,0.094,0,8,110,1,royalmailparcels-uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
