FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw144217.txt,http://www.project4.monster-online.com,38,www.project4.monster-online.com,31,0,com,77.81697041,0.391304348,0.5229071,0.064487756,3,2,0,0,0,23,0.605,1,0.026,0,0,0,3,0.079,0,3,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710085.txt,https://www.hitech.org.nz,24,www.hitech.org.nz,17,0,nz,100,0.7,0.0019933,0.057868029,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1218,5172,1,hitechorg,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,62,1,6,54,0,33,1
155298.txt,https://www.squaremeal.co.uk,27,www.squaremeal.co.uk,20,0,uk,100,0.846153846,0.028555,0.061914196,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,1127,19588,1,sqaremealco,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,63,1,22,222,0,36,1
498884.txt,https://www.missivepress.com,27,www.missivepress.com,20,0,com,100,1,0.5229071,0.061644281,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,494,292,1,missivepress,100,100,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,24,0,7,51,2,6,1
8095332.txt,http://194.124.216.101/ch/saved_resource.html,45,194.124.216.101,15,1,101,21.64216209,0.363636364,0,0.035452241,3,2,0,0,0,19,0.422,12,0.267,0,0,0,7,0.156,0,139,87973,1,194124216chsaved_resourcehtml,0,0,1,1,1,1,0,1,0,2,0,0,1,1,1,1,1,1,1,10,4,8,1,0,18,0
mw55829.txt,http://www.omwowxisk.cf,22,www.omwowxisk.cf,16,0,cf,51.4957265,1,0.0001858,0.049962241,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,20,210,1,omwowxisk,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546016.txt,https://www.beerbooks.com,24,www.beerbooks.com,17,0,com,100,1,0.5229071,0.067124098,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,494,1215,1,beerbooks,100,100,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,18,2,0,58,0,56,1
586247.txt,https://www.ojodepezestudio.com.ar,33,www.ojodepezestudio.com.ar,26,0,ar,100,0.842105263,0.0020445,0.062941957,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,15962,318811,1,ojodepezestudiocom,0,0,0,0,1,1,0,1,0,2,0,1,1,1,1,0,1,1,1,197,24,275,255,113,264,1
110478.txt,https://www.uzbl.org,19,www.uzbl.org,12,0,org,100,1,0.0799628,0.044490655,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,145,217,1,uzbl,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9,0,13,1
oph14981.txt,http://cn.mxmgxk.com/,21,cn.mxmgxk.com,13,0,com,61.53846154,0.777777778,0.5229071,0.049304172,3,1,0,0,0,11,0.524,0,0,0,0,0,3,0.143,0,9,38,1,cnmxmgxk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw70030.txt,http://www.empty-gallery.com,27,www.empty-gallery.com,21,0,com,88.61976163,0.615384615,0.5229071,0.055771255,3,1,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,14,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw78731.txt,http://www.onlineshares.cloud,28,www.onlineshares.cloud,22,0,cloud,72.81814687,1,0.0001819,0.064463009,5,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8062905.txt,https://galcia--login-arg.repl.co/,34,galcia--login-arg.repl.co,25,0,co,42.6254657,0.363636364,0.0059772,0.061559619,2,1,0,0,0,20,0.588,0,0,0,0,0,6,0.176,1,198,869,1,galcia--login-argrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw161310.txt,http://www.7evasi0n.com,23,www.7evasi0n.com,16,0,com,64.52991453,0.75,0.5229071,0.054333854,3,1,0,0,0,9,0.391,2,0.087,0,0,0,1,0.043,0,2,32,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw20861.txt,http://www.vietnannnet.com,25,www.vietnannnet.com,19,0,com,73.88888889,1,0.5229071,0.065416852,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
