FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
7968770.txt,https://privakunden-postbink.2ix.de/n/,37,privakunden-postbink.2ix.de,27,0,de,39.04082442,0.541666667,0.0326503,0.046777999,2,1,0,0,0,24,0.649,1,0.027,0,0,0,4,0.108,1,43,283,1,privakunn-postbink2ixn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
613502.txt,https://www.thesilverstamper.com,31,www.thesilverstamper.com,24,0,com,100,1,0.5229071,0.061027786,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,4396,8171,1,thesilverstamper,100,100,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,16,50,4,653,0,710,1
oph01274.txt,https://id-7785-purple-zoo-benfrejchadi350704.codeanyapp.com/dk/?pwd=yousee,75,id-7785-purple-zoo-benfrejchadi350704.codeanyapp.com,52,0,com,13.64249866,0.395833333,0.5229071,0.044092373,3,1,0,0,0,47,0.627,10,0.133,1,1,0,8,0.133,1,2,84,0,0,2.083333333,1.639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555032.txt,https://www.connecticutbasementsystems.com,41,www.connecticutbasementsystems.com,34,0,com,100,1,0.5229071,0.064504412,3,1,0,0,0,28,0.683,0,0,0,0,0,1,0.024,1,1799,13188,1,nnecticutbasementsystems,92.30769231,92.30769231,1,0,1,0,0,1,0,6,0,1,0,1,0,0,1,0,1,35,6,13,66,3,65,1
4347.txt,https://www.nsf.gov,18,www.nsf.gov,11,0,gov,100,1,0.0033282,0.051715897,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1618,676,1,nsf,100,100,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,30,2,74,141,1,87,1
694964.txt,https://www.pharmacycouncil.org.au,33,www.pharmacycouncil.org.au,26,0,au,100,0.842105263,0.0100856,0.05999651,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,1084,649,1,phrmcycouncilorg,0,0,0,0,1,1,0,1,0,2,0,1,1,1,0,0,1,0,1,23,7,13,50,3,15,1
7858718.txt,https://bttbusniess.github.io/bit/load.html,42,bttbusniess.github.io,21,0,io,44.77508651,0.666666667,0.0129268,0.051525511,2,1,0,0,0,29,0.69,0,0,0,0,0,5,0.119,1,2,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009896.txt,https://yahoomail-107204.weeblysite.com/,39,yahoomail-107204.weeblysite.com,31,0,com,37.00284091,0.62962963,0.5229071,0.048285747,3,1,0,0,0,22,0.564,6,0.154,0,0,0,3,0.077,1,68,80,1,yahoomail-107204weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8002365.txt,https://ipfs.io/ipfs/qmpqyr6k6ysxqyzuzdhc5gegrvhii2z8czdiddbz5sba7u?filename=sign.html#abuse@protocol.ai,103,ipfs.io,7,0,io,7.431047752,1,0.0129268,0.041512587,2,0,0,0,0,79,0.767,7,0.068,1,1,0,7,0.087,1,228,213,1,ipfsipfsqmpqyr6k6ysxqyzuzdhc5gegrvhii2z8czdiddbz5sba7u?filename=signhtml#abuse@protocola,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,0,0,3,0
8015752.txt,https://cm.g.doubleclick.net/pixel?google_nid=ucfunnel&google_redir=https://abuseid.10096101534410096410.com/?fbclid=865859832129852520,134,cm.g.doubleclick.net,20,0,net,17.03975708,0.75,0.0384199,0.035507505,3,2,0,0,0,66,0.493,37,0.276,3,2,0,10,0.112,1,8,143,1,cmgdoubleclickpixel?google_nid=ucfunnel&google_redir=abuseid10096101534410096410com?fbclid=86585983212985252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
