FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
462761.txt,https://www.beeunique.co.uk,26,www.beeunique.co.uk,19,0,uk,100,0.833333333,0.028555,0.057048949,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,3783,2731,1,beeniqeco,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,172,12,18,23,7,536,1
25745.txt,https://www.iza.org,18,www.iza.org,11,0,org,100,1,0.0799628,0.062839333,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,2235,6712,1,iza,100,100,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,39,4,2,96,0,46,1
125399.txt,https://www.salgotarjan.hu,25,www.salgotarjan.hu,18,0,hu,100,1,0.0022172,0.056494462,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,474,10271,1,salgotarjan,100,100,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,1,24,10,15,85,1,96,1
170598.txt,https://www.14ers.com,20,www.14ers.com,13,0,com,100,1,0.5229071,0.055104296,3,1,0,0,0,5,0.25,2,0.1,0,0,0,1,0.05,1,428,592,1,14ers,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,14,7,73,1,16,1
443047.txt,https://www.tabularasamagazin.de,31,www.tabularasamagazin.de,24,0,de,100,1,0.0326503,0.055850998,2,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1812,8047,1,tabularasamagazin,100,100,1,1,1,0,0,1,0,4,0,1,1,0,0,1,0,0,1,95,10,14,333,1,356,1
603259.txt,https://www.studiotestudo.com,28,www.studiotestudo.com,21,0,com,100,1,0.5229071,0.062214989,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,585,192,1,studiotestudo,100,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,3,0,0,13,1
413379.txt,https://www.weatherbell.com,26,www.weatherbell.com,19,0,com,100,1,0.5229071,0.06044516,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1280,1934,1,weatherbell,100,100,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,26,4,30,56,14,12,1
mw5jan1063.txt,http://www.abr231ng.beget.tech,29,www.abr231ng.beget.tech,23,0,tech,61.21883657,0.642857143,0.0005052,0.047523619,4,2,0,0,0,13,0.448,3,0.103,0,0,0,2,0.069,0,179,7351,1,abr231ngbeget,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,1,2,0,0,14,0
79026.txt,https://www.mewx.info,20,www.mewx.info,13,0,info,100,1,0.0075051,0.043060271,4,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1548,14583,1,mewx,100,100,0,1,1,0,0,1,1,2,0,1,1,1,0,0,1,0,1,20,31,77,137,2,152,1
6286.txt,https://www.chase.com,20,www.chase.com,13,0,com,100,1,0.5229071,0.071221105,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1794,1410,1,chase,100,100,1,0,1,0,0,1,0,4,0,1,0,0,0,1,1,0,1,6,2,6,96,3,121,1
786445.txt,https://www.jazzhelden.nl,24,www.jazzhelden.nl,17,0,nl,100,1,0.0082003,0.044374477,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,710,411,1,jazzhelde,90,90,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,3,7,126,0,11,1
8016815.txt,https://ipfs.io/ipfs/bafybeig47ec33vkm2s6ghpkd23tjn7ifgjjolj2obqx6xye74mkd76aul4/loijkanotherfinyokeretanbangakoshimmeliwebjkkjjhhumaikkijjjkkl.html,147,ipfs.io,7,0,io,5.777536547,1,0.0129268,0.038790578,2,0,0,0,0,118,0.803,16,0.109,0,0,0,5,0.034,1,163,3759,1,ipfsipfsbafybeig47ec33vkm2s6ghpkd23tjn7ifgjjolj2obqx6xye74mkd76aul4loijkanotherfinyokeretanbangakoshimmeliwebjkkjjhhumaikkijjjkklhtm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,9,2,0
393455.txt,https://www.ibloom.it,20,www.ibloom.it,13,0,it,100,1,0.012178,0.065531293,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,331,4625,1,bloom,83.33333333,83.33333333,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,21,13,25,58,2,59,1
485428.txt,https://www.takegreatpictures.com,32,www.takegreatpictures.com,25,0,com,100,1,0.5229071,0.062580203,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,484,1894,1,takegreatpictures,100,100,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,12,14,59,0,64,1
8008467.txt,https://my-business-101173-104988.square.site/,45,my-business-101173-104988.square.site,37,0,site,47.07623698,0.46875,0.0017656,0.034691346,4,1,0,0,0,20,0.444,12,0.267,0,0,0,5,0.111,1,68,80,1,my-business-101173-104988square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22365.txt,https://www.thecommonwealth.org,30,www.thecommonwealth.org,23,0,org,100,1,0.0799628,0.064425974,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1460,4088,1,thecommonwealth,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,25,88,60,156,0,25,1
39618.txt,https://www.organicfacts.net,27,www.organicfacts.net,20,0,net,100,1,0.0384199,0.063915633,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2408,30528,1,organicfacts,100,100,1,0,1,0,0,1,1,2,0,1,1,1,0,0,0,0,1,84,26,19,332,8,324,1
835368.txt,https://www.cmceast.org,22,www.cmceast.org,15,0,org,100,1,0.0799628,0.072621447,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,301,849,1,cmceast,100,100,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,2,0,5,5,8,1
7995925.txt,https://bafkreifv2jqfxlng3irj3xr64v3ha57am4zgs4f74lmvss3lugrnt77tda.ipfs.w3s.link/,81,bafkreifv2jqfxlng3irj3xr64v3ha57am4zgs4f74lmvss3lugrnt77tda.ipfs.w3s.link,73,0,link,11.18408707,0.176470588,0.0003306,0.031169295,4,2,0,0,0,54,0.667,16,0.198,0,0,0,3,0.037,1,250,6158,1,bafkreifv2jqfxlng3irj3xr64v3ha57am4zgs4f74lmvss3lugrnt77tdaipfsw3s,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,7,1,0,3,0
